routerproto,juggler,goodput,throughput,fct,meanNetworkUtilization
ps-mptcp,false,227849.2278937297,586062.0355124383,2.2471,0.9777991169597694
ps-mptcp,false,333420.16150039074,374038.1609794217,1.5356,1
ps-mptcp,false,312920.18090697954,369366.2143992177,1.6362,0.9768112053582974
ps-mptcp,false,317795.2951399665,381894.3578921234,1.6111,0.9499950591054511
ps-mptcp,false,319281.61636318284,367143.9261661262,1.6036,0.8673985938982491
ps-mptcp,false,316988.60822189203,456027.7365032194,1.6152,0.9224045252828301
ps-mptcp,false,317047.4952009412,482730.2000123847,1.6149,0.9185086850868509
ps-mptcp,false,318190.29271021066,455907.6502392642,1.6091,0.9154710584562478
ps-mptcp,false,312709.9493067856,373944.29854027973,1.6373,0.9723829822376947
ps-mptcp,false,322580.64516129036,369239.54133064515,1.5872,0.882764863952956
ps-mptcp,false,330514.4922858434,399056.2261958557,1.5491,0.8963986172174983
ps-mptcp,false,320641.28256513027,369914.8296593186,1.5968,0.9077614986873574
ps-mptcp,false,322296.3615762306,370726.4257837089,1.5886,0.820816724738676
ps-mptcp,false,324687.6783562686,440117.3187900311,1.5769,0.8443524074765283
ps-mptcp,false,401348.2793760288,448250.3723445951,1.2757,1
ps-mptcp,false,314941.25607430644,684190.1949929262,1.6257,0.8645437981926296
ps-mptcp,false,315387.45842059876,511497.47443636815,1.6234,0.9814610786620073
ps-mptcp,false,316831.6831683168,388990.099009901,1.616,0.9342385294921944
ps-mptcp,false,317008.2347842239,369148.659525726,1.6151,0.8554661493606373
ps-mptcp,false,319580.5505274327,370153.5484676362,1.6021,0.9257536872603749
ps-mptcp,false,306513.40996168583,524299.5689655172,1.6704,0.9456005669808896
ps-mptcp,false,297397.76951672864,348217.3559479554,1.7216,0.9344386737162381
ps-mptcp,false,488223.5148278822,543052.3505292267,1.0487,1
ps-mptcp,false,339027.9433187657,394323.2684412661,1.5102,0.9334960466005782
ps-mptcp,false,339612.62934465375,700140.620854338,1.5076,0.799105997874913
ps-mptcp,false,335891.88479958015,482029.12812438497,1.5243,0.9564953454041515
ps-mptcp,false,332144.0155692507,565239.701589361,1.5415,0.9508953706386212
ps-mptcp,false,356297.8427279054,741027.8357689631,1.437,0.952306066898471
ps-mptcp,false,304634.97352293687,504965.1930743143,1.6807,0.9805186236550834
ps-mptcp,false,301940.2016866191,423623.87214719586,1.6957,0.9289487805780688
ps-mptcp,false,327973.8645826661,380071.1037089232,1.5611,0.9108967588214343
ps-mptcp,false,318566.45097063214,374503.4843205575,1.6072,0.8991664176874814
ps-mptcp,false,319022.9920867344,448466.57112592686,1.6049,0.9664647860695869
ps-mptcp,false,323763.7536360187,372058.9351207791,1.5814,0.8956009498295178
ps-mptcp,false,313706.2679982844,370477.2991850989,1.6321,0.855479029547088
ps-mptcp,false,319740.21107849875,397520.76437894214,1.6013,0.8775400479748545
ps-mptcp,false,317795.2951399665,384474.5825833282,1.6111,0.952319968021647
ps-mptcp,false,317716.41327955324,537947.8746509464,1.6115,0.906914924933765
ps-mptcp,false,324461.3434727503,488724.3346007604,1.578,0.9606529134135013
ps-mptcp,false,343232.5534624925,382936.91761077964,1.4917,1
ps-mptcp,false,317676.9870323261,419304.4611280015,1.6117,0.8732940810626864
ps-mptcp,false,317775.5710029792,410835.40218470705,1.6112,0.9359030189234128
ps-mptcp,false,320802.0050125313,455382.8320802005,1.596,0.9595918032786885
