routerproto,juggler,goodput,throughput,fct,meanNetworkUtilization
ecmp-mptcp,false,129949.2385786802,170799.4923857868,0.0788,0.48441549093003167
ecmp-mptcp,false,142618.3844011142,183119.77715877438,0.0718,0.37595790918449046
ecmp-mptcp,false,139130.4347826087,396358.69565217395,0.0736,0.5868681512902085
ecmp-mptcp,false,130946.2915601023,167979.53964194373,0.0782,0.2953237410071943
ecmp-mptcp,false,652229.2993630574,835923.566878981,0.0157,1
ecmp-mptcp,false,127363.184079602,164751.24378109453,0.0804,0.6022004000727406
ecmp-mptcp,false,120612.48527679623,154723.20376914015,0.0849,0.2779282329045362
ecmp-mptcp,false,112775.33039647577,220737.88546255504,0.0908,0.5829164727780363
ecmp-mptcp,false,116761.68757126568,149920.18244013682,0.0877,0.6702691680261011
ecmp-mptcp,false,127521.79327521793,163586.5504358655,0.0803,0.32224511824158575
ecmp-mptcp,false,237037.03703703702,303796.2962962963,0.0432,1
ecmp-mptcp,false,103959.39086294416,152883.24873096446,0.0985,0.6182870750533749
ecmp-mptcp,false,123522.31604342582,179372.73823884196,0.0829,0.3341873426824883
ecmp-mptcp,false,89667.25043782838,121050.7880910683,0.1142,0.536146447409246
ecmp-mptcp,false,162025.3164556962,207658.22784810123,0.0632,1
ecmp-mptcp,false,115706.21468926554,149265.53672316385,0.0885,0.3324775999194604
ecmp-mptcp,false,99321.04752667314,164869.0591658584,0.1031,0.592347365486479
ecmp-mptcp,false,108474.57627118644,199555.08474576272,0.0944,0.45772183885703177
ecmp-mptcp,false,124725.94397076734,170012.1802679659,0.0821,0.4085337105139085
ecmp-mptcp,false,101386.13861386137,138475.24752475246,0.101,0.3786549707602339
ecmp-mptcp,false,136898.39572192513,200441.17647058822,0.0748,0.5552962962962963
ecmp-mptcp,false,190689.01303538177,279050.27932960895,0.0537,0.4531571307608564
ecmp-mptcp,false,159253.49922239504,204105.75427682739,0.0643,0.49517054029580443
ecmp-mptcp,false,169256.19834710745,217917.35537190083,0.0605,0.48363903154805576
ecmp-mptcp,false,137819.65006729474,177119.78465679675,0.0743,0.505298725234219
ecmp-mptcp,false,150367.10719530104,201556.53450807638,0.0681,0.5111723521525399
ecmp-mptcp,false,166775.24429967426,215537.4592833876,0.0614,0.47686653214182767
ecmp-mptcp,false,117296.67812142038,150607.10194730814,0.0873,0.6441940225379716
ecmp-mptcp,false,121183.43195266271,157065.08875739644,0.0845,0.35051764208747094
ecmp-mptcp,false,122195.70405727923,156610.9785202864,0.0838,0.27845200712891455
ecmp-mptcp,false,115056.1797752809,187314.60674157305,0.089,0.4639080587711487
ecmp-mptcp,false,116761.68757126568,150763.96807297604,0.0877,0.3952528996771493
ecmp-mptcp,false,105241.5210688592,135765.67317574512,0.0973,0.31898966483144986
ecmp-mptcp,false,100293.82957884428,195288.93241919688,0.1021,0.7315453478133255
ecmp-mptcp,false,113274.33628318585,146814.15929203542,0.0904,0.33695541789377476
ecmp-mptcp,false,116099.77324263038,169410.43083900228,0.0882,0.37808704453441294
ecmp-mptcp,false,119766.08187134501,176409.35672514618,0.0855,0.3821189704094041
ecmp-mptcp,false,111425.46245919478,165451.57780195866,0.0919,0.44433080070134423
ecmp-mptcp,false,121040.18912529551,155555.55555555556,0.0846,0.5006086427267193
ecmp-mptcp,false,256641.60401002507,328922.30576441105,0.0399,1
ps-mptcp,false,113651.49833518313,187469.4783573807,0.0901,0.5137165450121655
ps-mptcp,false,102502.5025025025,133093.09309309308,0.0999,0.6509988249118683
ps-mptcp,false,146915.35150645624,189268.29268292684,0.0697,0.5807360450783589
ps-mptcp,false,123970.94430992735,269430.99273607746,0.0826,0.6512641929064731
ps-mptcp,false,140273.97260273973,182657.53424657535,0.073,0.663779370768618
ps-mptcp,false,166504.0650406504,294552.8455284553,0.0615,0.6692404315058371
ps-mptcp,false,39278.864595320294,54184.88684311469,0.2607,0.5978500084645336
ps-mptcp,false,42139.917695473254,64864.1975308642,0.243,0.8301032230882663
